Generation: 1 | maxFitness: 0,1863816 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,1863816
8|TOP2|0,07414566|0,4181342;-4,175153;3,83226;4,326183;2,422045;-4,403433;-1,403298;0,3576727;4,805082;-3,316559;0,7810373;-2,704914;-2,557216;-3,503366;0,9466987;-1,615264;0,966094;-3,433948;2,490908;-2,862891;4,49333;1,49273;-1,245292;-0,1389308;-4,389166;4,803711;-2,126782;-0,7113452;2,584101
9|TOP2|0,04814181|-4,270899;0,03683043;2,716769;3,875443;-0,9365673;-1,038947;4,996196;3,415612;-4,872259;-4,915403;-1,641535;-0,7879848;-4,576259;3,588805;-0,9440513;2,814837;-3,415412;-4,48077;-0,8285885;-2,860604;3,550177;3,283235;0,5746193;-2,929404;-2,512523;-1,061036;-2,192258;-4,048384;0,02928782
10|TOP2|0,03051293|-2,762408;3,114044;4,285671;1,685687;1,222388;-3,937737;-4,303707;-2,696114;-0,5090814;-2,132983;0,9983392;2,142224;-2,708031;2,306489;4,057216;2,666639;4,002192;-1,428369;-4,011089;-1,472501;-3,415647;4,159535;4,687285;-0,7805161;-0,6877584;1,689136;-0,7863255;-1,493364;3,719077
11|RandomParents|0,02958676|2,984335;-0,4509096;-4,802541;-3,483097;-3,622197;-0,3328795;2,677512;-0,5054946;4,30916;-3,351292;-2,301198;1,849828;1,361089;0,9980412;3,933644;2,402196;2,403867;0,7991309;-2,36355;-4,90693;-3,901602;-4,586397;4,630031;-3,414865;4,635254;0,6797342;-4,600171;-1,364386;-3,211239
12|TOP2|0,02011137|-2,564502;0,4386992;-1,99331;-2,630568;4,817511;4,154233;-1,866491;3,503495;0,7786293;-0,7059698;-3,26335;3,29344;0,7348137;1,633108;2,900608;3,207;-2,46444;3,235174;-4,405789;-4,756254;0,9141369;3,451422;-0,7802219;2,329999;2,97841;-0,2656431;-3,951961;1,442659;4,06118
13|TOP2|0,01931708|0,6548591;-3,174014;4,024693;-0,5021601;0,1236482;0,3226213;-2,848736;1,531842;-4,828548;0,1600604;-0,0991087;1,050794;2,274121;-2,264151;2,275803;4,44687;-3,727694;0,7115488;-2,022941;2,878288;0,3451805;-1,046963;1,629908;2,264466;3,686438;-2,489407;3,444852;-1,690614;-0,7647281
14|TOP2|0,01913624|-3,262438;-1,673356;4,456216;-4,495902;-4,878422;-0,815876;3,703478;-2,542256;-4,703731;0,1414032;-2,533038;4,931704;0,6153412;-1,193697;3,816818;4,758874;0,4320722;-0,2952294;-0,2596111;-0,9064965;2,97156;2,060919;3,638121;-3,540231;-1,138523;0,5288715;-4,798916;1,316752;-0,4316826
15|TOP2|0,01910201|0,3803568;-1,845751;0,1505084;-2,714155;-1,79815;-1,78564;1,657348;-2,311347;-0,1841121;0,4735465;-2,167348;-3,062216;-0,8279724;0,3559942;-3,810596;-0,076509;-1,01793;3,76432;3,681966;0,4596095;-3,847717;1,546422;-0,3817778;3,029719;0,9100337;-4,808684;-3,525121;2,817063;-0,4334717
16|TotallyRandom|0,01877286|-4,002007;-2,233014;-2,326251;-3,770715;3,08916;0,4418902;3,98303;4,21072;-0,4113932;-4,606618;-0,04410076;-2,035554;3,711948;-0,4064865;1,525017;0,4928427;-2,862449;-1,769795;-3,262244;-0,09391975;3,551289;-1,295543;1,319326;1,829049;-4,100047;-0,4651742;-0,8012323;2,220903;-0,4491858
17|TOP2|0,01577925|2,59524;4,579486;0,7942886;-4,261771;-2,749886;3,792546;-1,657762;1,490788;4,337423;4,524631;-3,229922;-1,986923;3,458454;2,095225;-0,1823087;-4,268263;-2,77683;-1,575911;-3,291412;-1,257046;-0,1383238;3,454888;-0,8267097;-0,3425817;3,687922;1,824904;-4,212467;-1,770105;-4,950867
18|TOP2|0,01575102|-1,092259;2,627827;-2,859762;-4,358291;1,7717;-3,995674;2,290717;4,764993;-0,3081174;4,903999;-4,084021;-1,885733;3,435473;1,094832;-0,5730252;-4,019831;-3,50171;-0,1934309;-4,552526;-4,578411;-2,280433;2,503608;0,9381847;1,648531;-3,676996;3,029612;-1,009988;-1,87437;0,7475834
19|TOP2|0,01527184|1,053775;0,8297057;-4,080182;-0,7435389;4,151188;2,550659;-4,564198;-2,904229;-3,037026;-4,517765;2,811198;1,537987;-1,778439;1,452334;1,180826;-3,535793;-3,580067;3,275469;3,614296;-4,315663;-2,300659;3,297506;2,410023;-3,169087;-4,736012;3,957882;-4,418781;-3,526343;0,5051951
20|TOP2|0,01454467|-4,908096;-0,570075;0,03323841;3,882948;-4,780495;-0,9447665;0,6636338;0,5578036;-4,765219;-1,98323;0,6780057;-3,31046;-2,160272;4,482529;-0,1209683;2,239177;4,18065;3,247511;-0,1759462;1,656306;3,701756;-3,236856;-3,592587;-1,051257;-4,269073;2,189479;-1,592733;4,295652;-3,175867
21|TOP2|0,01420915|-4,362612;-2,971993;4,222466;3,122494;2,642063;-4,494914;4,908283;-4,882057;4,309196;4,647933;-3,958043;-3,56244;-1,757331;4,71148;1,287361;0,2765279;-0,1881104;1,13273;0,8745379;-2,211404;0,06488276;1,441855;4,756469;-4,143822;-0,2370982;-1,131413;4,896297;0,3324442;2,187863
22|TOP2|0,01199992|-1,830874;4,284435;-2,679686;1,917404;2,390883;3,741814;2,296627;-1,869816;-4,947903;-4,375505;-3,44833;2,698804;-1,990364;-4,190449;0,6175189;2,290498;-2,447024;2,830991;-0,8658118;4,094192;-4,576192;-1,961948;-2,783977;0,804091;-2,89349;0,4283853;-0,5076985;2,819561;-1,786181
23|TOP2|0,01133548|-1,345951;-1,427174;3,897573;0,9830327;-1,210997;-1,356356;-0,8213835;4,296722;1,711547;-2,221025;4,531872;-0,9289379;3,21365;3,297724;-2,144866;-4,867845;0,6911988;-1,877958;2,9847;-0,5894213;-1,399066;-4,777637;-0,1743131;1,892494;4,082293;-4,385978;2,564592;-2,061042;-4,085333
24|TOP2|0,01118867|-2,822649;-4,42006;-0,8220105;-1,495094;-4,606607;2,440063;-3,207761;2,794161;-3,249266;1,45301;-0,9122343;3,792299;-4,549464;-3,544902;-4,719205;-3,622437;4,655668;0,1226835;1,62461;3,668646;-1,527658;-3,572569;1,215842;3,547492;-2,269654;-3,031387;2,150823;-3,709531;2,955674
25|TOP2|0,01033886|3,218122;-0,5914898;2,08589;3,486181;-3,324076;-0,3337412;-1,757024;4,395967;1,070297;2,755814;2,083158;3,417982;3,120811;3,880312;2,047307;1,829177;-2,080245;3,301764;0,3978629;-4,94954;-4,618275;-1,077178;-3,454977;4,437461;2,021698;3,049209;2,256297;-3,790994;-2,850021
26|TotallyRandom|0,01032973|2,812253;-0,1254516;-1,869247;1,483402;-2,574791;4,958644;0,2603488;-3,646666;-1,484061;-3,353026;-2,123494;-1,015389;-2,177365;2,806188;-2,890942;1,489334;-3,737266;0,6979327;-1,970381;4,802667;2,568157;3,566512;3,692592;2,965145;4,641654;-4,426776;2,604783;2,211581;4,350367
27|RandomParents|0,01030182|0,1188331;4,517319;4,970618;-4,535091;1,424824;-3,890283;1,664701;-0,09074974;-1,672177;-2,343034;-4,217334;2,460147;3,708866;1,606376;-1,16784;0,4596357;1,635276;-0,1385908;0,2647324;-0,7981224;-0,2216334;-3,761499;-3,683967;-4,876599;4,807506;4,728608;2,585979;0,07419538;-0,9006567
28|TOP2|0,0102998|3,467569;4,799347;-4,419623;-4,656257;-3,409868;3,9635;0,7803254;-2,011308;-2,615676;0,8079381;-1,68567;-4,94124;3,991129;-4,22196;0,1106791;-4,086849;0,2079849;-2,097114;-2,310757;-3,948068;1,448827;0,3763862;-0,05476761;0,8509641;4,111626;1,827749;-3,407288;-1,114672;4,568683
29|TOP2|0,01029474|-3,066926;1,661669;3,271752;4,648321;0,4919333;4,946814;0,3631539;-2,671171;-3,57551;-1,855986;-1,828358;1,060567;-0,2019315;-3,053832;-3,854716;-2,406082;-2,762579;1,413234;4,769317;-3,977924;3,359843;0,6518273;4,272188;-0,7213597;3,478577;2,879781;0,2967639;1,224541;-4,584497
30|TotallyRandom|0,01029148|3,001392;-4,555205;-1,229686;-1,242885;-4,730179;-0,3786464;0,2205687;-2,312059;2,250372;2,185764;2,197263;2,312828;-2,574476;1,130481;-0,4928107;-2,832383;-3,011413;4,455866;2,479596;4,270097;-3,370843;-3,651093;-2,66153;2,60393;-2,943246;3,999385;0,6071382;1,184735;3,730925
31|RandomParents|0,01028497|4,266477;2,557603;-2,870021;3,496367;-2,869233;1,919494;-0,9588237;-2,961408;1,04789;3,51279;0,01024675;0,7599158;4,322115;-4,611401;3,289643;-1,8463;-3,476942;0,6878514;1,008708;4,739388;0,6528907;2,726805;2,510002;1,060543;-0,3112407;-1,438163;3,401358;-0,1540856;4,8074
32|TOP2|0,01028294|0,5334096;4,115021;3,319996;-0,1370697;0,9173708;0,09489584;-2,737695;2,391143;1,245571;0,04514742;-2,442511;1,718676;-2,532294;-0,6079726;0,34025;-0,8807592;-1,439409;-1,236555;-1,221175;-0,7856827;2,638104;2,954419;-4,597401;1,292658;4,711744;3,67737;0,9726744;2,878994;3,157928
33|TOP2|0,01028225|3,849785;4,182034;0,8807464;3,136455;3,1165;0,4981833;4,448458;3,029692;-4,231452;3,628299;-3,427702;4,102997;-1,258618;0,8459096;3,531721;4,737262;4,037542;3,491416;4,248051;4,786042;-2,946348;-3,96374;-0,1726394;-3,951167;-3,365772;1,074926;-0,7135324;2,667569;0,9865279
34|TOP2|0,01027939|2,990572;3,182789;4,55874;-3,393945;-3,859213;0,9018784;3,307534;4,836631;-0,1988645;4,280931;3,536057;0,1743073;-2,162416;1,065073;-4,097825;-1,001235;-4,281734;4,521942;-3,362427;-4,987654;-4,795932;-1,382916;-4,39192;1,288435;3,923506;0,3252106;3,929409;-1,012082;2,577937
35|TOP2|0,01027904|-0,0458293;-3,955546;-2,45858;-0,1496716;1,997276;4,511409;-3,198453;0,08851576;-2,463792;0,9804864;3,075748;-2,793283;3,284933;-3,471091;-3,93403;3,465313;-1,945899;-4,388724;4,278394;-1,115894;-3,294693;1,103479;-4,680084;2,590477;-0,850553;4,011204;-1,991858;3,574076;-1,626288
36|TOP2|0,01027854|4,021505;1,018571;-4,441921;-3,684401;3,225274;4,149296;2,061467;-4,64159;3,616333;-4,878435;-4,602852;3,689196;0,6693382;0,9318347;-4,309726;4,257245;-2,054201;-4,492587;4,751627;1,227127;-2,767653;-1,877404;0,2922149;-4,667278;4,292352;2,170104;-0,4668064;1,739241;-0,4932551
37|TOP2|0,009333029|-2,252627;4,847951;-4,117652;2,405935;0,6782312;-3,67342;0,7839947;-1,681716;2,451359;-2,28089;-1,978173;-4,961863;-1,133299;-4,007892;-0,02677155;-1,18659;4,896841;-4,870645;-2,77957;-1,58484;1,319781;1,618411;-2,251187;4,995979;-0,9729214;-2,258267;0,1076121;4,600768;-3,708117
38|TOP2|0,009309098|-3,824476;-2,764067;2,867909;1,578354;-0,1359634;-3,429069;-1,898871;1,827744;3,104031;-2,275276;2,321938;-1,568706;0,2583284;-1,856373;-4,283442;-1,969283;4,893856;2,408547;-1,133183;-1,817524;-4,67247;1,335596;-4,667896;-2,268655;0,5293555;-1,801602;-3,634442;3,079981;-4,475517
39|TOP2|0,008893064|-4,948588;4,556963;1,501001;-3,784858;-0,2096863;-0,8971267;-1,888222;3,992282;4,040918;1,440194;1,531157;4,613963;-4,967137;-2,969985;-4,205883;-0,4512315;-1,243544;3,243213;4,988452;4,34699;-3,672602;3,346114;1,583;0,3510804;0,1528792;-2,87001;1,30251;-0,5366607;-2,501955
40|TOP2|0,008501707|-0,631413;-0,1097112;4,833908;-2,670417;-3,461811;3,276237;-3,556216;4,956203;-0,6779189;-4,01094;-2,093022;2,61392;2,495735;-4,69599;4,599974;-4,5187;-2,912827;4,209135;-2,30139;-0,08271646;-3,884632;-3,341165;1,358269;3,476647;-2,449429;-3,787345;4,382467;3,989606;-1,318639
41|RandomParents|0,007971611|2,732446;1,685802;2,037754;0,001855373;-0,3365426;3,343546;2,026374;3,780377;2,671007;0,5843596;1,46397;-0,1615696;4,714218;2,331401;4,240642;-0,2804799;-2,447443;0,5268984;-4,69686;2,187796;1,060267;0,3184457;-1,803085;-1,602509;3,423451;-3,550865;0,6818848;0,511909;3,215163
42|TOP2|0,00796003|3,126679;-1,009059;1,809226;3,694619;-0,3100471;-4,009703;2,461164;-2,483552;-0,2147908;3,987565;-1,317299;2,656721;2,783042;1,248489;0,2127652;-0,4854088;-0,9464641;2,516339;-3,319776;-1,916276;-3,39891;1,961489;-0,8062367;-3,663192;-0,251555;-3,28816;-2,013599;4,752931;0,8021612
43|TOP2|0,007956692|2,866285;-4,703388;-0,9195752;2,247435;4,83444;-0,9139066;3,297018;-2,025423;-4,040503;-0,263279;-4,537317;3,25557;-0,3760796;1,599232;-2,733818;4,253102;2,968221;1,445024;2,197893;4,507658;3,789923;-3,479559;4,900647;-0,09264278;3,617867;-1,38306;4,555345;-4,417053;0,2969785
44|TOP2|0,00793869|-3,036714;2,988204;4,342908;0,5456524;2,002598;-0,4996305;-1,357573;-2,472641;3,220533;4,589193;3,528033;2,460455;2,679658;4,782604;0,4999666;-2,591185;-4,720921;3,013559;-0,3096337;-3,413548;0,4425831;1,873782;-1,055084;1,091082;2,509037;-4,369149;-4,184765;4,854594;-3,110096
45|TOP2|0,007938544|0,1086755;2,195969;-3,525151;3,09162;-1,930062;1,252937;1,692958;2,243971;3,828321;-0,5556445;2,94014;2,615314;2,958506;1,428766;2,025738;-0,1083879;-1,703377;-4,087976;4,186039;4,291258;-2,492027;-4,674896;-1,241937;-4,273064;-1,696498;4,570899;-1,410091;-2,266674;0,8569293
46|TOP2|0,007937655|3,775837;-2,285614;-3,855838;-1,246613;3,303564;2,494398;-0,1607652;1,97153;1,791216;-2,340641;-4,179729;-1,404474;-4,551094;-0,9829755;0,7441039;3,787222;4,274836;-0,3452606;4,327544;1,641714;1,578933;1,080473;-4,926865;-0,9700899;-2,190332;-1,65194;-4,913784;-1,242427;0,107327
47|
