Generation: 1 | maxFitness: 0,2313441 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,2313441
25|RandomParents|0,01484363|-1,882504;-0,2851338;-0,4577475;0,9070177;4,620082;-0,04497004;-3,82386;3,629369;-1,588757;-4,630227;0,1113825;-1,414258;-0,8052821;-4,001078;-0,3709345;-4,679652;-1,501658;-2,486712;-1,427047;1,005667;1,988006;1,167861;0,08197355;4,391788;4,304621;3,64419;-2,691249;4,428821;4,685894
26|RandomParents|0,01414706|-0,5848269;-3,664922;0,2026649;0,8820457;-3,170491;-3,380867;-2,266469;1,05257;2,609963;3,596491;4,159698;4,048601;-3,256466;0,5027514;0,01229811;-2,90749;2,897394;-3,252461;-1,615421;0,5272408;-3,729923;3,789938;-0,7113476;-0,6110125;3,470006;2,75187;1,67496;3,146843;3,175846
27|RandomParents|0,01375315|3,949304;-3,140314;-0,392323;0,2201076;-3,017781;0,07684183;2,772958;1,15597;-2,002882;-0,6310086;-4,600056;1,156357;2,487416;-2,635361;-3,402725;2,061919;-4,139128;2,822864;-1,108814;1,190024;2,478181;-0,4337912;4,137599;-4,321884;-2,224016;1,722222;1,924571;-4,40572;3,078135
28|RandomParents|0,01364188|0,08411455;2,497758;0,8607535;0,9858174;2,719554;-0,04297447;4,279785;-3,226805;1,413871;2,47531;-2,858463;-0,301208;-2,340056;0,7708411;-2,305402;3,28884;0,6187077;3,412508;-0,3137927;-3,854326;3,565395;1,72296;-2,432112;-0,6412716;-0,197813;1,39264;0,6422777;0,6892319;4,826985
29|RandomParents|0,01363879|4,351463;1,805586;-4,527403;-0,4620905;-1,466132;3,66876;3,603064;1,444849;0,5859919;3,511846;-0,7068558;-0,3103619;4,472266;-0,1931949;-3,051695;-0,5463142;0,3737588;-2,283339;3,911986;-3,938784;1,417917;0,6491895;3,226488;-0,2760701;-0,4031844;0,544589;-0,406776;3,83712;1,375283
30|RandomParents|0,01361828|0,3513126;-2,152062;2,548238;4,107083;-0,4562206;-1,061721;3,382557;0,3434329;1,277399;-0,9108238;1,602962;4,187602;-1,380405;0,7221527;-0,823576;-1,083736;4,349684;-2,190004;2,397351;-4,400273;1,468678;2,160299;3,987406;-2,094602;4,105138;4,620132;1,676577;-0,1963811;0,656683
31|RandomParents|0,0136132|3,648866;-3,010436;-4,505276;-4,146484;4,004047;-0,8716803;-0,0537281;-3,605905;-2,925379;4,039622;-0,0883956;-1,213582;4,344684;-4,322366;1,093323;-1,602648;-1,098351;-2,568395;-4,443325;1,060218;4,07899;2,087847;4,117174;3,606756;4,685002;2,28015;-1,815707;0,02937746;-2,413934
32|RandomParents|0,01360917|2,977987;4,165882;-1,540503;4,861273;3,282748;1,166903;-1,532526;4,053447;4,288824;1,530598;-3,550587;-4,97129;-0,8275204;1,831618;-2,841864;-3,635535;-3,878357;-0,2970557;3,055079;-0,7435493;-4,110929;-0,6486292;0,3040581;-1,084625;-1,373923;4,19138;-3,804276;2,508572;-3,07435
33|RandomParents|0,01360753|2,556472;-0,51228;2,723663;3,963999;-0,7514648;-0,4045324;-0,7965879;-3,059681;1,769752;-3,852457;4,241261;-2,906657;-1,206217;-0,7050424;1,213384;-2,353138;-3,533512;1,67992;0,4571552;-0,1960139;1,460353;-1,383203;3,303046;0,8771114;4,666835;2,3606;0,7338877;3,461591;4,654982
34|RandomParents|0,01360394|-1,431403;-0,04063082;1,715504;-0,2126307;-1,365002;4,083961;2,700651;4,508612;0,1302772;-2,87531;2,487315;-3,593646;4,402252;-2,785952;4,732937;-0,06284761;-4,180459;-3,779632;0,0546031;1,783017;1,122683;-0,6290274;1,965923;0,7144995;-1,365025;-0,1171427;0,4924579;3,79999;1,31312
35|RandomParents|0,01359939|3,593462;4,778796;4,989851;-4,370431;4,696186;-0,0150876;2,65478;-0,1314492;-4,667423;-4,788299;-2,675315;2,571071;-3,2693;0,4520564;2,825143;4,924905;0,2667542;-0,9068079;-1,126365;1,823938;-3,90099;3,422583;0,592926;0,6958728;4,063578;0,07135344;-0,01081896;2,204386;-3,771546
36|RandomParents|0,01359882|-1,74957;3,320136;4,234648;1,513007;1,540553;2,439774;-2,957116;-4,196358;-3,750293;0,147572;0,4189749;3,937275;3,736227;-4,59741;3,782277;4,882445;-3,148974;4,587312;4,962598;0,328948;0,7556658;-1,557879;1,37329;-1,63273;2,987702;0,1834459;3,479074;3,186107;0,01478624
37|RandomParents|0,01359785|3,357383;3,653276;-2,16724;4,236403;3,331261;-0,4554577;4,107927;3,777356;1,235198;-0,1253648;3,482378;2,799577;3,859427;-0,5249434;0,921473;1,444282;0,07289219;-4,120865;-4,727989;3,696499;-2,300155;4,178319;-0,9012289;2,647599;1,428974;2,582536;2,032559;0,4125433;0,5343266
38|RandomParents|0,01359596|2,808753;4,702999;-0,6413574;4,345822;4,373438;3,998526;3,314005;4,221001;4,344065;-3,136263;4,815805;2,262238;-3,560169;-1,036733;2,901599;-4,169201;0,9606428;3,511412;1,658268;-2,50543;-0,1458197;1,441226;-0,809762;3,991238;4,72225;0,2286272;1,406674;3,070471;-0,4305081
39|RandomParents|0,0110516|-3,138136;-3,142631;0,2197318;4,212839;2,478259;-3,021357;2,570529;-2,600334;0,9787292;-1,545703;4,111465;-3,294689;0,4779501;2,990984;3,992085;-3,841535;-0,3189712;-1,262047;-1,212795;-2,78174;-0,08449507;1,251013;-0,2457471;2,923069;4,75502;-2,368402;-3,312568;3,350325;-3,123351
40|RandomParents|0,01089769|3,988807;-0,4262166;-3,108017;-4,417516;-2,476488;-3,804435;2,892373;3,303286;-3,512135;2,746413;-4,673242;0,691319;4,845138;0,05153942;1,380123;3,887254;3,827879;3,414334;-1,477118;-1,429762;4,924163;-1,268878;0,755518;0,03683853;-3,126603;-3,207561;0,9318881;-2,659361;-3,840157
41|RandomParents|0,010572|3,530408;0,6093292;0,00442791;-2,115803;-3,700204;-0,1782875;-3,43982;2,916291;-4,120422;-3,814064;-2,718042;2,26544;-2,560333;-4,794135;-4,99497;-0,5543571;-0,3380294;-0,4863458;-1,45742;-1,409696;-3,9635;1,084332;-3,97267;-2,153082;-2,837554;-3,645;-2,698526;-4,33848;-4,059288
42|RandomParents|0,01009463|-1,884965;0,9272151;4,242282;4,455664;4,244155;-4,961985;-4,478083;1,660278;-4,716614;1,651921;-3,751697;0,5219765;-0,3334694;4,505126;-0,388319;-1,020889;-1,55734;-0,933104;-2,733149;4,387207;-2,691349;-0,05135822;1,228018;3,658507;-3,291211;4,59024;-0,424829;-4,195956;-0,01886654
43|RandomParents|0,01009005|-1,250078;2,93415;2,619519;2,346729;3,92807;-1,87716;2,076397;-1,186712;-3,012064;3,127807;-3,338099;-0,008781433;4,256425;-2,162245;-4,408426;-1,939142;4,682094;0,09046125;-1,104168;-1,512611;-3,504977;3,878258;2,785145;2,81553;-2,907598;-2,501865;-3,929976;1,902245;-3,282435
44|RandomParents|0,01007799|4,520714;-0,4929228;3,976949;1,832086;-0,1586514;-4,692973;0,7378097;-1,344511;-2,994144;-1,355026;-2,544922;-3,980924;-3,150187;0,1553373;0,1659255;-3,593899;4,952867;-4,705504;4,182849;-4,413044;0,06138039;4,034495;0,9560652;4,901037;-0,8026381;1,660538;-2,585412;-4,05032;-4,669855
45|RandomParents|0,01004263|3,663849;0,3304429;0,9718676;3,524021;-2,367611;3,526274;2,875186;0,5223875;1,386278;1,158607;-1,510972;-4,831858;2,032055;-4,064999;0,5444221;-3,145207;-1,711791;-2,816808;0,5114193;3,674244;-3,650504;4,637477;1,042554;2,866983;4,088802;-3,70347;1,543139;-1,72007;-2,191448
46|RandomParents|0,01003637|1,899132;-3,288939;-2,004222;-4,616585;2,388281;-3,34495;-0,5664496;0,4188828;-0,6051164;-0,3386621;1,673561;1,57029;-0,4358678;2,595898;1,028481;3,949616;3,643564;-1,886073;3,109965;3,172569;-0,4438658;2,240504;-4,8812;-3,740653;-4,342517;-4,405888;4,939417;-4,651155;1,500585
47|RandomParents|0,01003578|3,774117;1,697552;4,506931;-2,108032;1,165958;1,686814;1,811167;3,122564;4,213433;-3,842263;-2,384758;4,478514;1,425565;2,802793;-4,990877;-3,126098;-0,6149263;-4,249005;-0,3540831;-3,918612;-2,923366;3,128693;-4,500942;4,07899;-4,106971;0,6032043;-0,7360511;-2,113146;3,94273
48|RandomParents|0,01003197|3,851129;-4,213785;0,696084;-2,698424;4,456121;3,439352;4,077334;-2,360998;-3,495295;3,207956;-0,8034353;3,950815;-2,942515;3,41148;2,529799;1,411141;-2,13484;1,51449;3,932189;4,041101;-2,411198;-4,595542;1,375959;3,721336;-0,9170361;-2,722056;-3,238578;-1,446321;-3,076043
49|RandomParents|0,01002767|3,637637;2,482493;-2,807683;2,596872;-2,947646;-
