Generation: 1 | maxFitness: 0,4106085 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,4106085
7|TotallyRandom|0,04929967|-2,490336;3,343129;-1,600823;4,416786;4,18215;1,048294;1,583981;-0,4616718;1,090408;-1,219876;-2,095812;3,033826;4,686118;3,197716;4,263014;-0,02058792;-4,877222;-1,893869;2,395249;-1,243151;-3,234831;3,594343;-4,009005;-3,443942;-3,642147;-2,419743;0,7930045;3,631873;-2,776066;-2,848267;3,282094;0,60252;-3,499137;-2,738264;-1,481972;-4,201793;3,622637;-3,305293;-0,6796222;-0,557179;-3,929153;-1,620036;-1,977503;-1,651645;-1,776392;4,318428;-3,37628;0,7157869;0,1587195;-2,579392;4,395935;-2,896108;2,099354;-3,050076;-1,953029;-2,842303;2,221007;-3,051914;1,108052;3,126088;0,9210305;2,98552;-2,278276;1,170774;-0,8413668;1,569176;-4,73855;-0,5268855;4,388254;2,925077;2,409729
8|TotallyRandom|0,04432406|-2,975641;-4,551214;2,125721;-0,4080658;4,385915;-3,949479;0,9877105;-2,094954;0,9346299;-1,965535;3,869517;0,658267;4,213029;4,330511;-0,3387446;0,9615474;-4,843245;3,23783;-2,976789;4,374924;-3,564141;0,3856225;-1,291248;-4,795858;1,465605;4,526891;-4,170664;-4,335993;2,210975;2,262841;4,778918;-0,4178996;-3,188296;-0,9412761;-0,468287;1,791043;-2,53985;0,2661042;3,699037;-3,078732;0,892777;3,885002;-2,383675;-1,982955;4,637115;2,080189;-3,050662;-0,7420845;1,102615;3,247565;-1,98412;-4,975405;-3,341927;3,862438;4,620743;0,6888957;3,089604;-3,929003;-3,025638;3,531915;-4,203386;-2,382911;-1,225492;-4,289366;2,379225;3,039722;-2,84181;2,516055;-4,17872;4,055305;-0,4358749
9|TotallyRandom|0,03734826|-1,111694;-3,006124;2,148705;-4,316946;4,834275;-2,867587;4,868509;4,983074;3,910291;3,630488;-0,9281759;-4,82201;4,839214;3,678057;3,331452;-4,225283;-2,025744;2,396221;2,567435;-1,941584;1,370712;1,189858;-0,2519732;-0,02697277;1,780199;-2,487617;3,375707;-0,4227562;1,90199;-0,0737958;1,84341;-1,121435;-4,215309;-2,250571;2,558694;-3,283794;-3,87918;3,417538;-0,9532528;2,21092;1,247379;3,549727;2,991745;4,445759;-2,681997;-1,420652;3,448799;-3,07331;-3,952898;4,916799;-2,418309;-3,630764;3,965764;-0,2152724;-3,292129;0,6322579;4,132845;-0,8468561;4,094503;-3,4616;-3,525714;-0,4077487;-4,11121;1,071867;2,857404;2,144506;2,293883;-3,91715;-0,009121418;1,374675;-4,015427
10|TotallyRandom|0,03591239|3,305738;-2,657112;-3,246236;-3,148018;-3,992992;-1,478197;1,126523;1,333132;-2,456567;-0,6300979;2,425877;-0,5947919;0,6582575;-0,0287075;-3,046876;1,228493;-3,099537;0,7588167;-4,723568;3,55569;0,7943745;4,375254;-1,275735;-1,103012;0,6498594;-1,837659;-3,962931;1,187257;0,2082748;-3,7986;4,811927;3,281641;1,509203;2,290887;-3,177179;2,454584;-3,618325;-2,036572;-1,186871;-0,2467494;0,1164932;-3,849991;-3,28932;3,979931;4,645857;4,419724;4,919598;-0,7221298;-4,713062;-0,1037927;-2,500359;1,765344;1,502635;-0,7603769;-3,999385;-4,256726;0,680335;2,196387;2,170312;-2,160377;-1,079459;0,3975086;-4,43204;2,915634;2,49375;1,570322;-1,842993;-0,01410294;-2,105474;-1,719427;4,672222
11|TotallyRandom|0,02656487|1,695497;-2,377564;3,021269;-1,120248;3,80201;2,150388;-1,44944;-4,742723;3,628316;4,300924;1,443523;-3,610203;-4,683781;-0,2061443;3,690274;4,952347;1,759315;2,922996;-3,576853;-0,5539017;-2,513518;-4,796857;-1,280968;-4,429788;-3,308133;0,9057207;1,155784;-3,94211;0,9419398;3,206407;1,998131;0,7550426;1,937967;-0,9073238;-2,508352;3,25904;4,919401;1,144279;-0,08619118;-3,17961;3,861544;4,034934;4,872381;1,527157;1,678971;-0,4071827;-0,4918985;2,488981;-4,687858;-2,410426;2,466278;-3,315022;2,040213;-0,2720456;3,237707;0,2105002;-1,798844;0,09696436;-0,6018729;4,635293;2,046127;4,104272;1,43914;0,07715654;0,6415029;-4,381209;-0,7166166;1,475581;-1,674386;-2,576312;4,35934
12|TotallyRandom|0,02511046|-3,385459;2,192451;-4,989448;2,853655;-4,589286;-4,704241;3,37451;3,788724;-1,645535;-1,690217;1,816339;-4,623394;-3,761559;-4,490057;-2,641301;-0,1610713;2,674809;-1,685421;2,228106;2,641232;4,064362;1,258602;3,055118;-4,957905;4,961797;-1,782996;0,6502657;0,6935101;-3,271581;4,897592;-3,030308;4,454894;-0,6768994;-2,002924;-0,8575459;-3,699276;4,594546;-3,152431;1,355709;-4,381486;4,204959;-3,71043;3,05949;3,01407;4,208632;1,908784;-2,805827;-3,982773;-4,83028;2,065604;2,140797;-0,2889686;-2,215744;-0,7103605;2,192986;2,993493;-4,259743;0,5116196;1,439628;-4,567999;3,616576;-2,707905;2,446048;-0,1086349;1,882209;-1,41403;-4,945387;-4,785705;-4,802398;-0,648262;-2,897243
13|TotallyRandom|0,01601925|-3,9002;3,821657;-0,3499203;-4,932729;-4,587498;-4,986805;0,2626009;-4,622866;-4,23016;1,314056;4,315826;2,656723;4,836496;2,416457;3,482454;-3,148232;-3,426328;-3,474573;4,359417;1,603168;-1,386375;0,5991049;1,617178;3,533383;4,28308;-3,478899;1,062732;4,710771;-1,290123;3,052431;-1,50491;-4,844854;0,228147;-4,149275;0,3655677;-3,76148;-3,016647;2,947041;-4,888235;-2,853026;1,745505;1,628067;-2,184362;-3,045465;0,343246;-1,14104;-2,421293;-2,172529;2,674923;4,848647;-0,002533913;-0,6684012;-3,689994;1,564516;-1,880045;-4,036117;-1,83976;-3,73279;1,599816;0,315599;-3,04943;-2,383874;-1,813845;3,365009;-3,017465;3,978629;3,022184;1,320921;3,794994;-2,443797;2,665212
14|TotallyRandom|0,01570548|-3,079016;-2,826671;-4,317207;-1,520998;-2,785316;4,973606;-0,506907;4,399337;-2,833638;-2,371498;-2,342484;0,2467065;-1,562891;1,892239;0,6315727;-0,3332286;2,154398;3,438275;1,61991;-2,474474;-3,442961;0,5574532;3,849468;4,175139;2,045513;-4,123077;-1,416049;-3,831739;2,912889;-4,750492;-3,564969;2,132089;2,046572;4,697844;-2,539267;4,370312;3,496563;0,08541155;3,200301;4,45054;-3,496761;-1,78081;3,242199;2,186549;-1,393852;2,210271;-1,325291;3,482243;-3,252059;-0,1237135;0,82336;-3,241625;-2,097934;-0,4305749;1,072669;-4,134079;1,137517;-2,940142;2,305201;-4,676149;-0,6040616;2,952481;2,274971;-0,7485313;0,471199;0,7390685;2,818881;2,74324;1,44038;2,350183;4,330396
15|TotallyRandom|0,01546599|-1,79868;3,973771;4,891009;2,124709;-4,061731;0,4403;-4,562656;-3,799029;1,740388;-2,260552;-4,884181;2,590471;2,96164;-0,8335786;0,6071014;-3,765857;-4,129095;-1,842773;0,8160763;1,804837;2,445911;-3,831537;-2,874836;4,309332;1,976;-2,78648;-1,035355;2,339981;-3,779655;3,389087;-2,333784;-1,371601;-4,341149;3,618715;1,724796;0,1669116;0,8649688;-3,124478;0,7626467;1,662981;-0,9144907;-1,946349;-3,1772;4,717221;3,429296;1,737245;-1,140013;-0,4662971;-2,291953;-0,7107358;-2,885424;-1,501429;-3,596416;-3,789871;1,122864;-1,44438;-1,967564;2,860798;1,02979;-3,495192;-1,80499;0,09600353;-1,608307;0,9479518;0,8227735;4,477762;0,2947073;-0,07948446;0,3218122;0,1283259;-1,604317
16|TotallyRandom|0,01481887|-2,763535;-1,270936;0,6668634;-3,523323;-1,620779;2,355258;0,397759;1,933997;0,1865382;-4,531107;-1,782236;-4,962519;-4,733888;-2,494523;4,628648;2,622428;0,7475395;-4,315925;-4,423449;1,193671;2,514442;-0,9486036;-1,98098;-4,304798;-1,343458;-0,7426791;-3,946736;-1,281989;1,783217;2,652997;-4,654616;2,02256;2,101321;-4,459825;-3,956861;-0,5588059;1,489082;2,65707;4,720062;0,6996698;3,861575;1,87901;3,760782;-1,487849;4,242212;4,187798;1,551989;3,580854;0,09743738;-3,041879;1,870077;-4,476705;-1,376161;0,5143433;0,06119442;0,3982134;3,07705;2,756274;0,2086644;-3,759615;0,1436563;-1,734286;0,8181219;-1,19231;-1,858044;4,447699;-3,239068;1,643883;3,997244;1,921406;3,571546
17|TotallyRandom|0,01434895|-4,212986;2,654935;0,08074474;-0,8532543;-3,4324;3,480392;-0,3748126;0,1901002;-0,4712563;3,047153;-2,64209;0,8210988;-4,995028;-2,757881;2,683743;0,4021053;3,31867;-3,213954;-0,3728361;-4,68418;0,2857141;0,1475983;1,642543;-0,6146188;-0,8780785;1,236449;1,369156;-0,5262618;-3,7613;1,489702;-3,235992;0,1550837;-4,416647;1,893073;-3,327726;1,384302;0,8104367;2,964197;0,1231093;-2,889819;4,6264;2,546072;0,4586358;0,3739567;4,21548;1,834421;-1,913805;1,712142;2,753128;-2,581276;-2,410876;1,661273;3,720419;-0,1149125;-4,125737;-2,043797;4,062498;4,396984;-4,110122;-2,615805;-2,354861;-4,068012;-4,062225;-0,6772523;1,58164;-1,1409;-1,854319;3,776263;-1,617766;-4,199599;-0,3583379
18|TotallyRandom|0,01370383|4,070969;-0,01422453;4,625684;-1,144658;-2,6103;2,835546;1,523127;4,646517;-2,918614;-3,755396;-4,627122;-2,163541;-0,2473063;-2,060664;-1,703727;3,225319;-0,8115287;0,08308363;-2,502954;-4,037343;-4,204929;0,6692238;4,283601;-2,890861;-1,490219;-3,544209;2,48556;1,011075;3,267348;2,252884;-3,858688;0,06795597;-2,918726;-2,585523;0,737886;-1,105314;-3,220859;3,628326;1,256219;4,801775;3,88648;1,268097;-3,894398;-3,425493;-0,689147;-3,779326;-1,79467;-2,676635;3,18618;-4,528767;4,043705;2,772842;-2,309464;-4,520812;4,478338;4,838842;2,474535;-1,684682;1,343667;4,212661;3,860159;4,494576;3,008509;-3,1726;1,943783;-3,672364;0,7990451;0,90519;0,8049173;3,543552;4,552013
19|TotallyRandom|0,01257275|3,984661;3,151526;-2,027912;-3,169547;4,368122;-4,222256;-4,880923;-2,131283;1,776934;-4,301008;-2,177935;-2,009607;2,354274;-1,32337;1,71111;-2,715999;-1,204696;-1,904333;-4,432693;-0,8456798;-3,937515;1,090173;2,696757;-0,03018427;0,838923;4,72478;4,740486;2,97272;-2,033705;2,068927;2,653632;4,781484;-2,516582;-4,663122;-2,443216;-0,8410401;4,959134;-2,781347;1,916279;0,4542236;1,026031;1,918356;-3,838213;1,897497;4,452315;-3,077482;3,1387;4,761828;3,400618;3,434554;-2,883721;0,08849335;-0,2833219;3,397559;0,8389263;-4,958345;-0,9572177;0,5726905;0,7916327;1,547823;-1,745084;0,8443789;-2,528722;3,934162;1,440877;-2,89057;0,6770592;-1,445032;2,403394;-3,133366;-1,913015
20|TotallyRandom|0,01250912|-1,544273;3,638023;-0,005567551;1,598764;-4,926544;3,797196;-0,7460542;1,022069;-1,430606;3,570098;-0,4039149;3,046856;-3,859631;1,747967;2,857817;-4,974468;4,958773;-0,4616408;-2,55849;-4,818085;-0,2263932;-2,913503;1,88101;0,488606;1,178773;1,764483;-0,2558393;0,9485512;0,7973547;1,219766;4,145117;3,889761;-1,057424;1,173437;4,783556;-1,186809;1,160472;-0,2383213;-0,2601738;1,302025;1,392564;-4,903622;-4,91041;-3,490857;2,069027;2,934426;4,581156;0,5031772;-1,326912;-4,595984;0,9127231;3,444567;1,312261;-3,358902;4,665007;-2,437667;-4,763584;4,641991;0,8184199;1,298445;1,751057;1,299698;1,349868;-1,338106;1,092403;-2,027309;2,923191;-2,35856;-2,410783;-1,553587;-1,593481
21|TotallyRandom|0,007130839|0,7675405;2,135191;-3,601638;2,108195;-4,735712;-1,575411;0,6298976;4,692011;3,359986;-3,413098;-1,15258;3,83837;-3,899249;-4,109385;2,449673;-3,357121;-2,427831;-3,156753;-1,512175;1,680882;0,9340887;-4,226458;-2,672745;-2,353533;0,7258086;4,956354;-4,097524;4,563623;-4,659359;-2,147108;-2,620349;-2,05369;0,9106321;-0,6831832;4,471332;4,174117;0,4088264;4,778723;3,959374;1,184513;-1,025467;-0,608532;2,207855;-4,008073;3,691607;-2,840421;-0,9230881;3,820796;2,206628;-0,8066659;3,62828;-4,969472;0,9322352;-3,315981;2,258372;3,162941;1,718819;3,838017;2,865039;-3,960821;2,590413;-2,187472;2,717744;-2,207422;1,792665;-3,793667;-3,048752;1,4685;4,329877;4,010955;-2,57393
22|TotallyRandom|0,007076277|1,353423;-2,3366;4,225103;-1,522508;2,045449;-3,442131;-3,417418;-0,2308698;1,44132;-3,397985;-1,418407;4,077882;-1,909285;-4,693589;2,74033;-4,147863;-0,5857472;0,3668957;3,211118;-3,405807;-2,844241;-3,785716;3,116037;1,490212;3,192488;-3,711748;2,816435;-2,030252;2,041875;-4,341783;-4,200203;-4,964451;4,499411;3,914025;-2,978408;2,826161;-0,6217165;2,587838;1,477422;2,090584;-2,080059;-2,727779;-2,991529;3,679482;1,548318;1,095247;-1,04376;-0,6495686;-0,2366991;-1,270817;4,39532;-0,171041;0,7174187;-4,847301;0,2516274;-1,115251;4,16501;-4,075089;-3,068151;0,7087274;1,15763;-4,093298;0,7958789;-1,285598;0,2908845;3,608248;-3,057957;0,1839881;-4,674253;-0,4423099;1,112433
23|TotallyRandom|0,007018838|2,755635;-4,550575;0,7627873;1,956671;-0,5568428;-1,830291;4,386363;-0,5228071;3,997503;-2,569371;3,318104;-0,7868342;3,881269;-4,047551;3,624822;2,585763;1,26464;3,135369;0,3682833;-0,3755636;-4,806915;0,08945417;0,6573219;-4,722147;4,933716;2,034609;3,636312;-4,633636;-1,453341;0,06872368;1,926857;-3,35803;-4,99114;0,01942921;-0,2772899;-3,756789;4,348246;4,035206;-1,35341;4,697065;-0,9023089;-3,448142;-0,685256;-3,946014;-0,2970238;-1,395762;-1,51692;3,487883;2,894025;-4,259168;2,387747;-1,214042;-4,28595;-2,36319;-0,3917913;0,4329185;0,2682619;-4,32652;0,6012578;0,4333715;-2,868452;-2,626933;1,699811;0,5726118;-1,798518;-4,282626;2,449223;2,823601;1,580369;3,768581;0,6220264
24|TotallyRandom|0,007018757|0,2050071;2,713182;1,610453;1,003525;3,073212;-2,418975;3,939545;-1,043752;-0,4640393;-2,464439;2,405543;-3,317255;-1,204706;0,01987648;4,907885;0,6999211;0,1121182;4,952064;-0,6948109;-1,478965;-3,002651;-1,17534;-3,056946;-2,403104;-2,891966;0,3858132;3,868977;3,481024;-2,063544;-4,53215;2,911209;-0,9597569;-1,64325;3,633806;-2,684181;1,1113;-4,609659;3,13795;-3,543007;0,4325013;-3,137837;-4,645906;2,121738;2,629504;2,591079;-2,434675;1,936576;-4,251185;-0,4736118;1,863186;-1,159973;0,6388955;1,311848;-2,714968;0,256515;3,178242;3,109479;-3,199654;1,134084;-2,950265;2,083548;2,698215;4,131369;-2,422185;1,25151;-4,882275;-1,504245;2,057749;0,3874402;4,188515;-0,458159
25|TotallyRandom|0,007016917|4,415275;-1,21201;-2,318893;4,693918;1,456514;3,237226;-1,678916;-4,836174;3,731799;-4,658876;-3,019067;-0,3403406;4,448911;-1,468554;3,035614;-4,261923;-3,061023;-4,37805;1,827619;-1,187064;3,871077;-2,081371;4,608439;3,810774;3,294296;4,230132;4,749393;2,263676;-4,090966;-1,131428;-4,302399;-3,809561;1,225559;3,242425;0,8384223;-2,51279;1,508818;2,100675;-1,818994;-3,441412;0,6706758;-1,913785;-4,419174;4,795066;4,636487;0,1860328;-4,947712;3,845372;1,834323;-0,8249397;-3,471156;-3,244809;3,661101;-1,342321;4,780311;-1,55557;-2,531981;0,8884339;3,505732;-2,059242;-2,323734;-0,8126564;-0,07592154;0,06703806;1,401523;1,485889;-0,9747453;3,831798;4,303943;-3,616627;-1,719022
26|TotallyRandom|0,007011747|3,211269;2,086531;2,632473;-2,918909;4,331832;-2,865835;-1,679537;3,073224;4,137289;-0,3150244;2,042007;1,721267;3,163123;2,122562;2,285116;-4,927734;-1,326732;-4,39803;-3,996244;1,224275;-1,350772;-2,252932;-3,126762;0,1300054;2,172738;-1,45263;-4,098082;-2,564118;-2,989097;-3,779406;1,484712;-2,869505;-0,5560236;1,344542;2,123086;2,738879;-4,305397;-0,01165581;-4,773623;2,217021;1,477467;1,721481;4,460331;-4,747812;0,7178073;4,146669;-0,03039312;3,541003;3,032845;1,744113;-3,833675;0,3958364;-3,502192;2,838335;-3,539736;2,315191;-3,47023;0,07168961;-0,6509109;3,762256;3,524228;4,294133;-1,787966;4,647832;0,893877;4,199399;1,279429;0,8266754;-2,737772;-2,061126;-1,615396
27|TotallyRandom|0,007003504|-1,360991;-3,510326;-4,700918;1,295586;2,961131;3,057772;-0,3623767;-3,843245;-3,287029;-0,4686708;-4,568543;2,123806;4,24817;-4,125461;2,066783;-0,8060856;4,590118;0,2069373;1,559379;3,084327;-3,661655;-1,818854;-3,084041;1,342072;4,289946;-2,999372;1,680622;3,021095;1,677061;4,368376;3,736521;0,1033192;-0,2750821;-3,417473;-1,344697;4,104168;-0,01999426;-4,229744;0,172389;4,245592;3,005419;0,2563853;-1,754324;-1,291135;-4,21875;1,727122;-0,3106647;-3,018895;-4,29278;1,24486;-3,18053;3,011007;1,410483;-3,581853;-2,274878;-2,843878;0,9577079;1,229816;1,244545;1,112568;-4,662283;-3,895435;-0,8938785;4,148674;-0,7407517;1,724095;4,451733;2,058874;0,6441493;4,507679;-4,663459
28|TotallyRandom|0,007002985|-4,498966;1,653588;4,451184;0,3329115;-2,603819;-0,8497305;-3,391268;2,842321;-4,698172;-0,2136488;1,89529;2,694333;-1,601519;-2,375548;-3,556118;-2,021158;3,679306;2,088598;-0,7438011;-0,08632708;4,245873;-1,142793;1,143256;-3,447426;-0,8494859;4,816412;-4,996704;1,951343;-2,768816;3,258837;-2,310389;0,03612709;-0,09864521;-0,3378849;2,743804;4,811144;2,282539;3,626432;-4,479208;4,554946;-3,967577;1,665285;0,2121944;2,070324;3,613703;0,5832453;0,7651262;2,630191;1,284873;1,610349;3,347425;-4,192561;-4,331757;-1,893949;4,771832;-4,924171;-2,342405;-1,284655;-4,538815;-1,234838;2,914045;0,1981421;-1,818605;2,448444;-1,959439;4,872637;3,29652;0,1515169;2,468994;1,400244;4,454979
29|TotallyRandom|0,007002277|-1,241896;-0,05025578;3,917656;-2,67858;4,310766;-2,838773;2,042337;2,887874;-1,095536;-2,360978;1,050911;-2,51058;-4,569153;1,482729;-3,759799;2,272252;-1,632421;-4,870175;4,816244;-1,883003;1,537923;-1,879549;2,288693;-0,3915401;2,208283;4,300643;-3,368659;2,523347;3,861527;4,232615;-1,850107;-2,963428;4,295761;2,401782;4,865318;0,2893381;-3,721257;-0,3515763;-2,675409;-2,596014;-2,141039;2,419084;-0,7451291;-2,046804;1,778448;1,978981;3,569894;2,188046;4,781424;-1,425045;4,625513;2,385069;0,8726497;-1,418225;0,5552368;2,723881;4,765457;1,783168;-3,076974;-0,8897443;4,016982;-1,201465;-1,927237;-0,4916115;-4,559592;0,1325922;-0,8062096;4,365547;-4,412327;2,856131;0,6640463
30|TotallyRandom|0,006996884|2,184571;-2,787113;-4,926195;-1,242961;-2,365606;-4,818559;2,034525;-0,2238088;4,37125;2,832664;4,755755;0,6171613;3,06461;-2,84943;0,3925304;2,979348;1,463884;0,5400949;-1,760378;1,166962;-1,657656;-1,153533;2,879298;3,039174;0,8844681;-2,0523;2,453449;-1,219854;1,858141;-2,410438;3,733402;-0,1391869;-3,953249;1,878162;0,8238478;1,029518;-2,070086;4,217282;-2,270713;3,653769;3,240939;0,2137442;-1,310115;4,876872;0,5046124;3,997952;0,1714272;1,943708;1,723932;1,156549;2,597278;2,417109;-3,275517;4,49708;-4,163515;-1,76008;-0,621181;-1,3744;-3,120519;1,862008;2,529811;0,3754096;0,1500053;-2,352932;-0,1879196;4,846345;-3,040303;-2,78358;2,28819;4,732152;4,927
31|TotallyRandom|0,006995913|-3,975146;-3,802958;-0,4856782;-1,578972;-2,902217;1,731295;1,335536;-1,392851;-2,041691;0,5635839;1,705731;-4,521889;-2,548262;3,473834;-2,665473;1,56355;-4,85973;3,514774;0,7102818;3,816088;2,062486;0,5003552;-4,375389;2,679596;4,26324;-3,014407;4,00983;-2,633545;3,901852;-1,218126;1,837996;-2,335679;2,703629;-4,696182;3,085083;4,113493;1,628058;2,543004;2,662955;2,168193;2,401479;2,028453;1,133811;2,0735;-1,067988;1,998498;2,780094;2,370948;-3,524626;0,2327614;-2,951396;0,9106417;2,22374;2,219611;-1,066218;-0,5809135;-3,744009;-0,425909;2,647964;2,649785;-2,787866;-2,092204;1,84514;0,3351288;-0,6188126;1,276459;-1,629301;3,100752;3,883094;2,660377;1,384334
32|TotallyRandom|0,006995123|2,601352;3,365891;3,761475;4,617137;3,250859;2,22581;1,031124;-0,153224;-1,268126;-0,9474401;4,36057;4,936531;-4,170104;0,4024048;-1,036357;-4,72453;0,3105764;3,479465;4,310617;-3,414258;-3,592832;-2,898204;3,316357;-1,517628;2,385267;2,906018;-1,88401;-4,529581;2,50155;0,762723;1,399003;0,5983787;1,608792;2,057623;-4,672434;-1,04382;4,140553;-4,319254;3,499163;-4,242998;1,763089;-1,879702;2,177277;2,976065;3,404156;-0,2730851;-4,250573;-0,1668577;1,165033;-3,910823;1,577865;-3,471061;1,678791;1,192623;2,399912;-0,07763433;3,189821;-0,06432819;-1,065826;3,668091;2,666756;3,800954;3,814032;2,001194;-0,1530833;2,958348;1,066609;-1,425206;4,262949;-3,480232;-1,99864
